Number,Name,Year,Position,Height,Weight,Hometown,Signed By,GP,GS,Comp,Att,Cmp%,Pass_Yds,Pass_TD,Int_off,Rush,Rush_Yds,Yds/Rush,Rush_TD,Rec,Rec_Yds,Yds/Rec,Rec_TD,Tackles,Sacks,Int_def,PD,FF,BK,SFT,FGM,FGA,Long_FG,XPM,XPA,Punts,Yds/Punt,Long_Punt,TB
29,Bobby Cruz,Sr.,DB,"6'0""",205,"Centereach, NY",jvstater1,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0
32,Rodney Shepherd,So.,RB,"6'0""",223,"Charlottesville, VA",jvstater1,15,15,0,0,0,0,0,0,296,1659,5.6,12,34,180,5.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Mark Adams,So.,LB,"6'3""",210,"Holyoke, MA",jvstater1,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
37,Harvey Garza,Fr.,DB,"6'0""",201,"Hershey, PA",jvstater1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40,Gary Roper,So.*,LB,"6'3""",193,"Pittsburgh, PA",jvstater1,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0
43,Donald Brantley,Fr.,DB,"6'4""",194,"Bellaire, OH",jvstater1,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
44,Michael Hanson,Sr.,P,"5'10""",213,"Elmhurst, NY",jvstater1,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,45.8,68,30
45,Jerry Gibbons,So.,DB,"5'9""",196,"Lexington, MA",jvstater1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46,Timothy Hansen,Sr.,LB,"6'3""",201,"Milford, OH",jvstater1,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0
48,Robert Fisher,Sr.*,LB,"6'4""",234,"Haverford, PA",jvstater1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
51,Robert Rodriguez,Fr.,LB,"6'4""",208,"Potsdam, NY",jvstater1,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53,Richard Poole,Fr.,LB,"6'2""",207,"Poynette, WI",jvstater1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55,Steven Medina,Sr.,DL,"6'5""",324,"W Somerville, MA",jvstater1,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
56,Jeremy Herrera,Sr.*,LB,"5'11""",204,"Philadelphia, PA",jvstater1,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0
57,Charles Morgan,Fr.,DL,"6'4""",316,"Laurel, DE",jvstater1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,James Campbell,Sr.*,OL,"6'3""",313,"Richmond, VA",jvstater1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Gilbert Benton,Jr.,OL,"6'6""",329,"Romeoville, IL",jvstater1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Jose Moore,Sr.,OL,"6'4""",329,"Chicago, IL",jvstater1,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Eddie White,Fr.,OL,"6'3""",308,"Buffalo, NY",jvstater1,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Gregory Moore,Jr.*,OL,"6'6""",335,"Dorchester, MA",jvstater1,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Wesley Cardenas,Sr.,OL,"6'0""",295,"Gloucester, MA",jvstater1,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Rodney Robinson,So.,OL,"6'8""",350,"Stafford, VA",jvstater1,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,David Christie,So.,OL,"6'6""",330,"Baltimore, MD",jvstater1,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Eugene Couch,So.,OL,"6'3""",304,"Pittsburgh, PA",jvstater1,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Shawn Smith,Fr.,WR,"6'3""",212,"Havelock, NC",jvstater1,15,8,0,0,0,0,0,0,0,0,0,0,32,291,9.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Ruben Davis,So.*,WR,"6'3""",214,"Sycamore, IL",jvstater1,15,15,0,0,0,0,0,0,0,0,0,0,87,942,10.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Robert Wright,Fr.,TE,"6'5""",227,"Owosso, MI",jvstater1,12,0,0,0,0,0,0,0,0,0,0,0,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Thomas Henry,So.*,TE,"6'4""",203,"Buffalo, NY",jvstater1,15,5,0,0,0,0,0,0,0,0,0,0,13,207,15.9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Joe Cantu,Jr.,DL,"6'8""",335,"Middletown, NY",jvstater1,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Steven Fowler,Fr.,DL,"6'8""",315,"Dayton, OH",jvstater1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
95,Ron Edmonds,So.,DL,"6'4""",321,"Crestwood, KY",jvstater1,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
99,Anthony Lopez,Jr.,DL,"6'4""",329,"Lansdale, PA",jvstater1,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
